,I_e,I_i,stability,turing,p_random,p_down
0,-0.42499999999999993,0.9000000000000001,1,0,1,1
0,-0.42499999999999993,0.925,1,0,1,1
0,-0.42499999999999993,0.9500000000000002,1,0,1,1
0,-0.42499999999999993,0.9750000000000001,1,0,1,1
0,-0.42499999999999993,1.0,1,0,1,1
0,-0.3999999999999999,-1.0,0,0,2,3
0,-0.3999999999999999,-0.975,0,0,2,3
0,-0.3999999999999999,-0.95,0,0,2,3
0,-0.3999999999999999,-0.925,0,0,2,3
0,-0.3999999999999999,-0.9,0,0,2,3
0,-0.3999999999999999,-0.875,0,0,2,3
0,-0.3999999999999999,-0.85,0,0,4,3
0,-0.3999999999999999,-0.825,0,0,3,3
0,-0.3999999999999999,-0.8,0,0,3,3
0,-0.3999999999999999,-0.775,0,0,3,3
0,-0.3999999999999999,-0.75,0,0,3,3
0,-0.3999999999999999,-0.725,0,0,3,3
0,-0.3999999999999999,-0.7,0,0,3,3
0,-0.3999999999999999,-0.675,1,1,3,3
0,-0.3999999999999999,-0.6499999999999999,1,1,3,3
0,-0.3999999999999999,-0.625,1,1,3,3
0,-0.3999999999999999,-0.6,1,1,3,3
0,-0.3999999999999999,-0.575,1,0,1,1
0,-0.3999999999999999,-0.55,1,0,1,1
0,-0.3999999999999999,-0.5249999999999999,1,0,1,1
0,-0.3999999999999999,-0.5,1,0,1,1
0,-0.3999999999999999,-0.475,1,0,1,1
0,-0.3999999999999999,-0.44999999999999996,1,0,1,1
0,-0.3999999999999999,-0.42499999999999993,1,0,1,1
0,-0.3999999999999999,-0.3999999999999999,1,0,1,1
0,-0.3999999999999999,-0.375,1,0,1,1
0,-0.3999999999999999,-0.35,1,0,1,1
0,-0.3999999999999999,-0.32499999999999996,1,0,1,1
0,-0.3999999999999999,-0.29999999999999993,1,0,1,1
0,-0.3999999999999999,-0.2749999999999999,1,0,1,1
0,-0.3999999999999999,-0.25,1,0,1,1
0,-0.3999999999999999,-0.22499999999999998,1,0,1,1
0,-0.3999999999999999,-0.19999999999999996,1,0,1,1
0,-0.3999999999999999,-0.17499999999999993,1,0,1,1
0,-0.3999999999999999,-0.1499999999999999,1,0,1,1
0,-0.3999999999999999,-0.125,1,0,1,1
0,-0.3999999999999999,-0.09999999999999998,1,0,1,1
0,-0.3999999999999999,-0.07499999999999996,1,0,1,1
0,-0.3999999999999999,-0.04999999999999993,1,0,1,1
0,-0.3999999999999999,-0.02499999999999991,1,0,1,1
0,-0.3999999999999999,0.0,1,0,1,1
0,-0.3999999999999999,0.025000000000000133,1,0,1,1
0,-0.3999999999999999,0.050000000000000044,1,0,1,1
0,-0.3999999999999999,0.07499999999999996,1,0,1,1
0,-0.3999999999999999,0.10000000000000009,1,0,1,1
0,-0.3999999999999999,0.125,1,0,1,1
0,-0.3999999999999999,0.15000000000000013,1,0,1,1
0,-0.3999999999999999,0.17500000000000004,1,0,1,1
0,-0.3999999999999999,0.20000000000000018,1,0,1,1
0,-0.3999999999999999,0.2250000000000001,1,0,1,1
0,-0.3999999999999999,0.25,1,0,1,1
0,-0.3999999999999999,0.27500000000000013,1,0,1,1
0,-0.3999999999999999,0.30000000000000004,1,0,1,1
0,-0.3999999999999999,0.3250000000000002,1,0,1,1
0,-0.3999999999999999,0.3500000000000001,1,0,1,1
0,-0.3999999999999999,0.375,1,0,1,1
0,-0.3999999999999999,0.40000000000000013,1,0,1,1
0,-0.3999999999999999,0.42500000000000004,1,0,1,1
0,-0.3999999999999999,0.4500000000000002,1,0,1,1
0,-0.3999999999999999,0.4750000000000001,1,0,1,1
0,-0.3999999999999999,0.5,1,0,1,1
0,-0.3999999999999999,0.5250000000000001,1,0,1,1
0,-0.3999999999999999,0.55,1,0,1,1
0,-0.3999999999999999,0.5750000000000002,1,0,1,1
0,-0.3999999999999999,0.6000000000000001,1,0,1,1
0,-0.3999999999999999,0.625,1,0,1,1
0,-0.3999999999999999,0.6500000000000001,1,0,1,1
0,-0.3999999999999999,0.675,1,0,1,1
0,-0.3999999999999999,0.7000000000000002,1,0,1,1
0,-0.3999999999999999,0.7250000000000001,1,0,1,1
0,-0.3999999999999999,0.75,1,0,1,1
0,-0.3999999999999999,0.7750000000000001,1,0,1,1
0,-0.3999999999999999,0.8,1,0,1,1
0,-0.3999999999999999,0.8250000000000002,1,0,1,1
0,-0.3999999999999999,0.8500000000000001,1,0,1,1
0,-0.3999999999999999,0.875,1,0,1,1
0,-0.3999999999999999,0.9000000000000001,1,0,1,1
0,-0.3999999999999999,0.925,0,0,1,1
0,-0.3999999999999999,0.9500000000000002,1,0,1,1
0,-0.3999999999999999,0.9750000000000001,0,0,1,1
0,-0.3999999999999999,1.0,1,0,1,1
0,-0.375,-1.0,0,0,2,3
0,-0.375,-0.975,0,0,2,3
0,-0.375,-0.95,0,0,2,3
0,-0.375,-0.925,0,0,2,3
0,-0.375,-0.9,0,0,2,3
0,-0.375,-0.875,0,0,2,3
0,-0.375,-0.85,0,0,2,3
0,-0.375,-0.825,0,0,3,3
0,-0.375,-0.8,0,0,3,3
0,-0.375,-0.775,0,0,3,3
0,-0.375,-0.75,0,0,3,3
0,-0.375,-0.725,0,0,3,3
0,-0.375,-0.7,0,0,3,3
0,-0.375,-0.675,0,0,3,3
0,-0.375,-0.6499999999999999,1,1,3,3
0,-0.375,-0.625,1,1,3,3
0,-0.375,-0.6,1,1,3,3
0,-0.375,-0.575,1,1,4,4
0,-0.375,-0.55,1,0,1,1
0,-0.375,-0.5249999999999999,1,0,1,1
0,-0.375,-0.5,1,0,1,1
0,-0.375,-0.475,1,0,1,1
0,-0.375,-0.44999999999999996,1,0,1,1
0,-0.375,-0.42499999999999993,1,0,1,1
0,-0.375,-0.3999999999999999,1,0,1,1
0,-0.375,-0.375,1,0,1,1
0,-0.375,-0.35,1,0,1,1
0,-0.375,-0.32499999999999996,1,0,1,1
0,-0.375,-0.29999999999999993,1,0,1,1
0,-0.375,-0.2749999999999999,1,0,1,1
0,-0.375,-0.25,1,0,1,1
0,-0.375,-0.22499999999999998,1,0,1,1
0,-0.375,-0.19999999999999996,1,0,1,1
0,-0.375,-0.17499999999999993,1,0,1,1
0,-0.375,-0.1499999999999999,1,0,1,1
0,-0.375,-0.125,1,0,1,1
0,-0.375,-0.09999999999999998,1,0,1,1
0,-0.375,-0.07499999999999996,1,0,1,1
0,-0.375,-0.04999999999999993,1,0,1,1
0,-0.375,-0.02499999999999991,1,0,1,1
0,-0.375,0.0,1,0,1,1
0,-0.375,0.025000000000000133,1,0,1,1
0,-0.375,0.050000000000000044,1,0,1,1
0,-0.375,0.07499999999999996,1,0,1,1
0,-0.375,0.10000000000000009,1,0,1,1
0,-0.375,0.125,1,0,1,1
0,-0.375,0.15000000000000013,1,0,1,1
0,-0.375,0.17500000000000004,1,0,1,1
0,-0.375,0.20000000000000018,1,0,1,1
0,-0.375,0.2250000000000001,1,0,1,1
0,-0.375,0.25,1,0,1,1
0,-0.375,0.27500000000000013,1,0,1,1
0,-0.375,0.30000000000000004,1,0,1,1
0,-0.375,0.3250000000000002,1,0,1,1
0,-0.375,0.3500000000000001,1,0,1,1
0,-0.375,0.375,1,0,1,1
0,-0.375,0.40000000000000013,1,0,1,1
0,-0.375,0.42500000000000004,1,0,1,1
0,-0.375,0.4500000000000002,1,0,1,1
0,-0.375,0.4750000000000001,1,0,1,1
0,-0.375,0.5,1,0,1,1
0,-0.375,0.5250000000000001,1,0,1,1
0,-0.375,0.55,1,0,1,1
0,-0.375,0.5750000000000002,1,0,1,1
0,-0.375,0.6000000000000001,1,0,1,1
0,-0.375,0.625,1,0,1,1
0,-0.375,0.6500000000000001,1,0,1,1
0,-0.375,0.675,1,0,1,1
0,-0.375,0.7000000000000002,0,0,1,1
0,-0.375,0.7250000000000001,0,0,1,1
0,-0.375,0.75,1,0,1,1
0,-0.375,0.7750000000000001,1,0,1,1
0,-0.375,0.8,1,0,1,1
0,-0.375,0.8250000000000002,0,0,1,1
0,-0.375,0.8500000000000001,0,0,1,1
0,-0.375,0.875,0,0,1,1
0,-0.375,0.9000000000000001,0,0,1,1
0,-0.375,0.925,0,0,1,1
0,-0.375,0.9500000000000002,1,0,1,1
0,-0.375,0.9750000000000001,1,0,1,1
0,-0.375,1.0,1,0,1,1
0,-0.35,-1.0,0,0,2,3
0,-0.35,-0.975,0,0,2,3
0,-0.35,-0.95,0,0,2,3
0,-0.35,-0.925,0,0,2,3
0,-0.35,-0.9,0,0,2,3
0,-0.35,-0.875,0,0,2,3
0,-0.35,-0.85,0,0,2,3
0,-0.35,-0.825,0,0,2,3
0,-0.35,-0.8,0,0,3,3
0,-0.35,-0.775,0,0,3,3
0,-0.35,-0.75,0,0,3,3
0,-0.35,-0.725,0,0,3,3
0,-0.35,-0.7,0,0,3,3
0,-0.35,-0.675,0,0,3,3
0,-0.35,-0.6499999999999999,0,0,3,3
0,-0.35,-0.625,1,1,3,3
0,-0.35,-0.6,1,1,3,3
0,-0.35,-0.575,1,1,3,3
0,-0.35,-0.55,1,1,3,3
0,-0.35,-0.5249999999999999,1,0,1,1
0,-0.35,-0.5,1,0,1,1
0,-0.35,-0.475,1,0,1,1
0,-0.35,-0.44999999999999996,1,0,1,1
0,-0.35,-0.42499999999999993,1,0,1,1
0,-0.35,-0.3999999999999999,1,0,1,1
0,-0.35,-0.375,1,0,1,1
0,-0.35,-0.35,1,0,1,1
0,-0.35,-0.32499999999999996,1,0,1,1
0,-0.35,-0.29999999999999993,1,0,1,1
0,-0.35,-0.2749999999999999,1,0,1,1
0,-0.35,-0.25,1,0,1,1
0,-0.35,-0.22499999999999998,1,0,1,1
0,-0.35,-0.19999999999999996,1,0,1,1
0,-0.35,-0.17499999999999993,1,0,1,1
0,-0.35,-0.1499999999999999,1,0,1,1
0,-0.35,-0.125,1,0,1,1
0,-0.35,-0.09999999999999998,1,0,1,1
0,-0.35,-0.07499999999999996,1,0,1,1
0,-0.35,-0.04999999999999993,1,0,1,1
0,-0.35,-0.02499999999999991,1,0,1,1
0,-0.35,0.0,1,0,1,1
0,-0.35,0.025000000000000133,1,0,1,1
0,-0.35,0.050000000000000044,1,0,1,1
0,-0.35,0.07499999999999996,1,0,1,1
0,-0.35,0.10000000000000009,1,0,1,1
0,-0.35,0.125,1,0,1,1
0,-0.35,0.15000000000000013,1,0,1,1
0,-0.35,0.17500000000000004,1,0,1,1
0,-0.35,0.20000000000000018,1,0,1,1
0,-0.35,0.2250000000000001,1,0,1,1
0,-0.35,0.25,1,0,1,1
0,-0.35,0.27500000000000013,1,0,1,1
0,-0.35,0.30000000000000004,1,0,1,1
0,-0.35,0.3250000000000002,1,0,1,1
0,-0.35,0.3500000000000001,1,0,1,1
0,-0.35,0.375,1,0,1,1
0,-0.35,0.40000000000000013,1,0,1,1
0,-0.35,0.42500000000000004,1,0,1,1
0,-0.35,0.4500000000000002,1,0,1,1
0,-0.35,0.4750000000000001,1,0,1,1
0,-0.35,0.5,1,0,1,1
0,-0.35,0.5250000000000001,1,0,1,1
0,-0.35,0.55,1,0,1,1
0,-0.35,0.5750000000000002,1,0,1,1
0,-0.35,0.6000000000000001,0,0,1,1
0,-0.35,0.625,0,0,1,1
0,-0.35,0.6500000000000001,0,0,1,1
0,-0.35,0.675,0,0,1,1
0,-0.35,0.7000000000000002,0,0,1,1
0,-0.35,0.7250000000000001,1,0,1,1
0,-0.35,0.75,1,0,1,1
0,-0.35,0.7750000000000001,0,0,1,1
0,-0.35,0.8,0,0,1,1
0,-0.35,0.8250000000000002,0,0,1,1
0,-0.35,0.8500000000000001,0,0,1,1
0,-0.35,0.875,1,0,1,1
0,-0.35,0.9000000000000001,1,0,1,1
0,-0.35,0.925,1,0,1,1
0,-0.35,0.9500000000000002,1,0,1,1
0,-0.35,0.9750000000000001,1,0,1,1
0,-0.35,1.0,1,0,1,1
0,-0.32499999999999996,-1.0,0,0,2,3
0,-0.32499999999999996,-0.975,0,0,2,3
0,-0.32499999999999996,-0.95,0,0,2,3
0,-0.32499999999999996,-0.925,0,0,2,3
0,-0.32499999999999996,-0.9,0,0,2,3
0,-0.32499999999999996,-0.875,0,0,2,3
0,-0.32499999999999996,-0.85,0,0,2,3
0,-0.32499999999999996,-0.825,0,0,2,3
0,-0.32499999999999996,-0.8,0,0,2,3
0,-0.32499999999999996,-0.775,0,0,3,3
0,-0.32499999999999996,-0.75,0,0,3,3
0,-0.32499999999999996,-0.725,0,0,3,3
0,-0.32499999999999996,-0.7,0,0,3,3
0,-0.32499999999999996,-0.675,0,0,3,3
0,-0.32499999999999996,-0.6499999999999999,0,0,3,3
0,-0.32499999999999996,-0.625,1,1,3,3
0,-0.32499999999999996,-0.6,1,1,3,3
0,-0.32499999999999996,-0.575,1,1,3,3
0,-0.32499999999999996,-0.55,1,1,3,3
0,-0.32499999999999996,-0.5249999999999999,1,1,3,3
0,-0.32499999999999996,-0.5,1,0,1,1
0,-0.32499999999999996,-0.475,1,0,1,1
0,-0.32499999999999996,-0.44999999999999996,1,0,1,1
0,-0.32499999999999996,-0.42499999999999993,1,0,1,1
0,-0.32499999999999996,-0.3999999999999999,1,0,1,1
0,-0.32499999999999996,-0.375,1,0,1,1
0,-0.32499999999999996,-0.35,1,0,1,1
0,-0.32499999999999996,-0.32499999999999996,1,0,1,1
0,-0.32499999999999996,-0.29999999999999993,1,0,1,1
0,-0.32499999999999996,-0.2749999999999999,1,0,1,1
0,-0.32499999999999996,-0.25,1,0,1,1
0,-0.32499999999999996,-0.22499999999999998,1,0,1,1
0,-0.32499999999999996,-0.19999999999999996,1,0,1,1
0,-0.32499999999999996,-0.17499999999999993,1,0,1,1
0,-0.32499999999999996,-0.1499999999999999,1,0,1,1
0,-0.32499999999999996,-0.125,1,0,1,1
0,-0.32499999999999996,-0.09999999999999998,1,0,1,1
0,-0.32499999999999996,-0.07499999999999996,1,0,1,1
0,-0.32499999999999996,-0.04999999999999993,1,0,1,1
0,-0.32499999999999996,-0.02499999999999991,1,0,1,1
0,-0.32499999999999996,0.0,1,0,1,1
0,-0.32499999999999996,0.025000000000000133,1,0,1,1
0,-0.32499999999999996,0.050000000000000044,1,0,1,1
0,-0.32499999999999996,0.07499999999999996,1,0,1,1
0,-0.32499999999999996,0.10000000000000009,1,0,1,1
0,-0.32499999999999996,0.125,1,0,1,1
0,-0.32499999999999996,0.15000000000000013,1,0,1,1
0,-0.32499999999999996,0.17500000000000004,1,0,1,1
0,-0.32499999999999996,0.20000000000000018,1,0,1,1
0,-0.32499999999999996,0.2250000000000001,1,0,1,1
0,-0.32499999999999996,0.25,1,0,1,1
0,-0.32499999999999996,0.27500000000000013,1,0,1,1
0,-0.32499999999999996,0.30000000000000004,1,0,1,1
0,-0.32499999999999996,0.3250000000000002,1,0,1,1
0,-0.32499999999999996,0.3500000000000001,1,0,1,1
0,-0.32499999999999996,0.375,1,0,1,1
0,-0.32499999999999996,0.40000000000000013,1,0,1,1
0,-0.32499999999999996,0.42500000000000004,1,0,1,1
0,-0.32499999999999996,0.4500000000000002,1,0,1,1
0,-0.32499999999999996,0.4750000000000001,1,0,1,1
0,-0.32499999999999996,0.5,1,0,1,1
0,-0.32499999999999996,0.5250000000000001,1,0,1,1
0,-0.32499999999999996,0.55,1,0,1,1
0,-0.32499999999999996,0.5750000000000002,1,0,1,1
0,-0.32499999999999996,0.6000000000000001,0,0,1,1
0,-0.32499999999999996,0.625,0,0,1,1
0,-0.32499999999999996,0.6500000000000001,0,0,1,1
0,-0.32499999999999996,0.675,0,0,1,1
0,-0.32499999999999996,0.7000000000000002,1,0,1,1
0,-0.32499999999999996,0.7250000000000001,0,0,1,1
0,-0.32499999999999996,0.75,0,0,1,1
0,-0.32499999999999996,0.7750000000000001,0,0,1,1
0,-0.32499999999999996,0.8,0,0,1,1
0,-0.32499999999999996,0.8250000000000002,0,0,1,1
0,-0.32499999999999996,0.8500000000000001,0,0,1,1
0,-0.32499999999999996,0.875,0,0,1,1
0,-0.32499999999999996,0.9000000000000001,0,0,1,1
0,-0.32499999999999996,0.925,0,0,1,1
0,-0.32499999999999996,0.9500000000000002,0,0,1,1
0,-0.32499999999999996,0.9750000000000001,1,0,1,1
0,-0.32499999999999996,1.0,1,0,1,1
0,-0.29999999999999993,-1.0,0,0,2,3
0,-0.29999999999999993,-0.975,0,0,2,3
0,-0.29999999999999993,-0.95,0,0,2,3
0,-0.29999999999999993,-0.925,0,0,2,3
0,-0.29999999999999993,-0.9,0,0,2,3
0,-0.29999999999999993,-0.875,0,0,2,3
0,-0.29999999999999993,-0.85,0,0,2,3
0,-0.29999999999999993,-0.825,0,0,2,3
0,-0.29999999999999993,-0.8,0,0,2,3
0,-0.29999999999999993,-0.775,0,0,2,3
0,-0.29999999999999993,-0.75,0,0,3,3
0,-0.29999999999999993,-0.725,0,0,3,3
0,-0.29999999999999993,-0.7,0,0,3,3
0,-0.29999999999999993,-0.675,0,0,3,3
0,-0.29999999999999993,-0.6499999999999999,0,0,3,3
0,-0.29999999999999993,-0.625,0,0,3,3
0,-0.29999999999999993,-0.6,1,1,3,3
0,-0.29999999999999993,-0.575,1,1,3,3
0,-0.29999999999999993,-0.55,1,1,3,3
0,-0.29999999999999993,-0.5249999999999999,1,1,3,3
0,-0.29999999999999993,-0.5,1,1,1,1
0,-0.29999999999999993,-0.475,1,0,1,1
0,-0.29999999999999993,-0.44999999999999996,1,0,1,1
0,-0.29999999999999993,-0.42499999999999993,1,0,1,1
0,-0.29999999999999993,-0.3999999999999999,1,0,1,1
0,-0.29999999999999993,-0.375,1,0,1,1
0,-0.29999999999999993,-0.35,1,0,1,1
0,-0.29999999999999993,-0.32499999999999996,1,0,1,1
0,-0.29999999999999993,-0.29999999999999993,1,0,1,1
0,-0.29999999999999993,-0.2749999999999999,1,0,1,1
0,-0.29999999999999993,-0.25,1,0,1,1
0,-0.29999999999999993,-0.22499999999999998,1,0,1,1
0,-0.29999999999999993,-0.19999999999999996,1,0,1,1
0,-0.29999999999999993,-0.17499999999999993,1,0,1,1
0,-0.29999999999999993,-0.1499999999999999,1,0,1,1
0,-0.29999999999999993,-0.125,1,0,1,1
0,-0.29999999999999993,-0.09999999999999998,1,0,1,1
0,-0.29999999999999993,-0.07499999999999996,1,0,1,1
0,-0.29999999999999993,-0.04999999999999993,1,0,1,1
0,-0.29999999999999993,-0.02499999999999991,1,0,1,1
0,-0.29999999999999993,0.0,1,0,1,1
0,-0.29999999999999993,0.025000000000000133,1,0,1,1
0,-0.29999999999999993,0.050000000000000044,1,0,1,1
0,-0.29999999999999993,0.07499999999999996,1,0,1,1
0,-0.29999999999999993,0.10000000000000009,1,0,1,1
0,-0.29999999999999993,0.125,1,0,1,1
0,-0.29999999999999993,0.15000000000000013,1,0,1,1
0,-0.29999999999999993,0.17500000000000004,1,0,1,1
0,-0.29999999999999993,0.20000000000000018,1,0,1,1
0,-0.29999999999999993,0.2250000000000001,1,0,1,1
0,-0.29999999999999993,0.25,1,0,1,1
0,-0.29999999999999993,0.27500000000000013,1,0,1,1
0,-0.29999999999999993,0.30000000000000004,1,0,1,1
0,-0.29999999999999993,0.3250000000000002,1,0,1,1
0,-0.29999999999999993,0.3500000000000001,1,0,1,1
0,-0.29999999999999993,0.375,1,0,1,1
0,-0.29999999999999993,0.40000000000000013,1,0,1,1
0,-0.29999999999999993,0.42500000000000004,1,0,1,1
0,-0.29999999999999993,0.4500000000000002,1,0,1,1
0,-0.29999999999999993,0.4750000000000001,1,0,1,1
0,-0.29999999999999993,0.5,1,0,1,1
0,-0.29999999999999993,0.5250000000000001,1,0,1,1
0,-0.29999999999999993,0.55,1,0,1,1
0,-0.29999999999999993,0.5750000000000002,0,0,1,1
0,-0.29999999999999993,0.6000000000000001,0,0,1,1
0,-0.29999999999999993,0.625,0,0,1,1
0,-0.29999999999999993,0.6500000000000001,0,0,1,1
0,-0.29999999999999993,0.675,0,0,1,1
0,-0.29999999999999993,0.7000000000000002,0,0,1,1
0,-0.29999999999999993,0.7250000000000001,0,0,1,1
0,-0.29999999999999993,0.75,0,0,1,1
0,-0.29999999999999993,0.7750000000000001,0,0,1,1
0,-0.29999999999999993,0.8,0,0,1,1
0,-0.29999999999999993,0.8250000000000002,0,0,1,1
0,-0.29999999999999993,0.8500000000000001,0,0,1,1
0,-0.29999999999999993,0.875,0,0,1,1
0,-0.29999999999999993,0.9000000000000001,0,0,1,1
0,-0.29999999999999993,0.925,0,0,1,1
0,-0.29999999999999993,0.9500000000000002,0,0,1,1
0,-0.29999999999999993,0.9750000000000001,0,0,1,1
0,-0.29999999999999993,1.0,0,0,1,1
0,-0.2749999999999999,-1.0,0,0,2,3
0,-0.2749999999999999,-0.975,0,0,2,3
0,-0.2749999999999999,-0.95,0,0,2,3
0,-0.2749999999999999,-0.925,0,0,2,3
0,-0.2749999999999999,-0.9,0,0,2,3
0,-0.2749999999999999,-0.875,0,0,2,3
0,-0.2749999999999999,-0.85,0,0,2,3
0,-0.2749999999999999,-0.825,0,0,2,3
0,-0.2749999999999999,-0.8,0,0,2,3
0,-0.2749999999999999,-0.775,0,0,2,3
0,-0.2749999999999999,-0.75,0,0,2,3
0,-0.2749999999999999,-0.725,0,0,3,3
0,-0.2749999999999999,-0.7,0,0,3,3
0,-0.2749999999999999,-0.675,0,0,3,3
0,-0.2749999999999999,-0.6499999999999999,0,0,3,3
0,-0.2749999999999999,-0.625,0,0,3,3
0,-0.2749999999999999,-0.6,0,0,3,3
0,-0.2749999999999999,-0.575,1,1,3,3
0,-0.2749999999999999,-0.55,1,1,3,3
0,-0.2749999999999999,-0.5249999999999999,1,1,3,3
0,-0.2749999999999999,-0.5,1,1,3,3
0,-0.2749999999999999,-0.475,1,0,1,1
0,-0.2749999999999999,-0.44999999999999996,1,0,1,1
0,-0.2749999999999999,-0.42499999999999993,1,0,1,1
0,-0.2749999999999999,-0.3999999999999999,1,0,1,1
0,-0.2749999999999999,-0.375,1,0,1,1
0,-0.2749999999999999,-0.35,1,0,1,1
0,-0.2749999999999999,-0.32499999999999996,1,0,1,1
0,-0.2749999999999999,-0.29999999999999993,1,0,1,1
0,-0.2749999999999999,-0.2749999999999999,1,0,1,1
0,-0.2749999999999999,-0.25,1,0,1,1
0,-0.2749999999999999,-0.22499999999999998,1,0,1,1
0,-0.2749999999999999,-0.19999999999999996,1,0,1,1
0,-0.2749999999999999,-0.17499999999999993,1,0,1,1
0,-0.2749999999999999,-0.1499999999999999,1,0,1,1
0,-0.2749999999999999,-0.125,1,0,1,1
0,-0.2749999999999999,-0.09999999999999998,1,0,1,1
0,-0.2749999999999999,-0.07499999999999996,1,0,1,1
0,-0.2749999999999999,-0.04999999999999993,1,0,1,1
0,-0.2749999999999999,-0.02499999999999991,1,0,1,1
0,-0.2749999999999999,0.0,1,0,1,1
0,-0.2749999999999999,0.025000000000000133,1,0,1,1
0,-0.2749999999999999,0.050000000000000044,1,0,1,1
0,-0.2749999999999999,0.07499999999999996,1,0,1,1
0,-0.2749999999999999,0.10000000000000009,1,0,1,1
0,-0.2749999999999999,0.125,1,0,1,1
0,-0.2749999999999999,0.15000000000000013,1,0,1,1
0,-0.2749999999999999,0.17500000000000004,1,0,1,1
0,-0.2749999999999999,0.20000000000000018,1,0,1,1
0,-0.2749999999999999,0.2250000000000001,1,0,1,1
0,-0.2749999999999999,0.25,1,0,1,1
0,-0.2749999999999999,0.27500000000000013,1,0,1,1
0,-0.2749999999999999,0.30000000000000004,1,0,1,1
0,-0.2749999999999999,0.3250000000000002,1,0,1,1
0,-0.2749999999999999,0.3500000000000001,1,0,1,1
0,-0.2749999999999999,0.375,1,0,1,1
0,-0.2749999999999999,0.40000000000000013,1,0,1,1
0,-0.2749999999999999,0.42500000000000004,1,0,1,1
0,-0.2749999999999999,0.4500000000000002,1,0,1,1
0,-0.2749999999999999,0.4750000000000001,1,0,1,1
0,-0.2749999999999999,0.5,1,0,1,1
0,-0.2749999999999999,0.5250000000000001,1,0,1,1
0,-0.2749999999999999,0.55,0,0,1,1
0,-0.2749999999999999,0.5750000000000002,0,0,1,1
0,-0.2749999999999999,0.6000000000000001,0,0,1,1
0,-0.2749999999999999,0.625,0,0,1,1
0,-0.2749999999999999,0.6500000000000001,0,0,1,1
0,-0.2749999999999999,0.675,0,0,1,1
0,-0.2749999999999999,0.7000000000000002,0,0,1,1
0,-0.2749999999999999,0.7250000000000001,0,0,1,1
0,-0.2749999999999999,0.75,0,0,1,1
0,-0.2749999999999999,0.7750000000000001,0,0,1,1
0,-0.2749999999999999,0.8,0,0,1,1
0,-0.2749999999999999,0.8250000000000002,0,0,1,1
0,-0.2749999999999999,0.8500000000000001,0,0,1,1
0,-0.2749999999999999,0.875,0,0,1,1
0,-0.2749999999999999,0.9000000000000001,0,0,1,1
0,-0.2749999999999999,0.925,0,0,1,1
0,-0.2749999999999999,0.9500000000000002,0,0,1,1
0,-0.2749999999999999,0.9750000000000001,0,0,1,1
0,-0.2749999999999999,1.0,0,0,1,1
0,-0.25,-1.0,0,0,2,3
0,-0.25,-0.975,0,0,2,3
0,-0.25,-0.95,0,0,2,3
0,-0.25,-0.925,0,0,2,3
0,-0.25,-0.9,0,0,2,3
0,-0.25,-0.875,0,0,2,3
0,-0.25,-0.85,0,0,2,3
0,-0.25,-0.825,0,0,2,3
0,-0.25,-0.8,0,0,2,3
0,-0.25,-0.775,0,0,2,3
0,-0.25,-0.75,0,0,2,3
0,-0.25,-0.725,0,0,2,3
0,-0.25,-0.7,0,0,3,3
0,-0.25,-0.675,0,0,3,3
0,-0.25,-0.6499999999999999,0,0,3,3
0,-0.25,-0.625,0,0,3,3
0,-0.25,-0.6,0,0,3,3
0,-0.25,-0.575,1,1,3,3
0,-0.25,-0.55,1,1,3,3
0,-0.25,-0.5249999999999999,1,1,3,3
0,-0.25,-0.5,1,1,3,3
0,-0.25,-0.475,1,1,3,3
0,-0.25,-0.44999999999999996,1,0,1,1
0,-0.25,-0.42499999999999993,1,0,1,1
0,-0.25,-0.3999999999999999,1,0,1,1
0,-0.25,-0.375,1,0,1,1
0,-0.25,-0.35,1,0,1,1
0,-0.25,-0.32499999999999996,1,0,1,1
0,-0.25,-0.29999999999999993,1,0,1,1
0,-0.25,-0.2749999999999999,1,0,1,1
0,-0.25,-0.25,1,0,1,1
0,-0.25,-0.22499999999999998,1,0,1,1
0,-0.25,-0.19999999999999996,1,0,1,1
0,-0.25,-0.17499999999999993,1,0,1,1
0,-0.25,-0.1499999999999999,1,0,1,1
0,-0.25,-0.125,1,0,1,1
0,-0.25,-0.09999999999999998,1,0,1,1
0,-0.25,-0.07499999999999996,1,0,1,1
0,-0.25,-0.04999999999999993,1,0,1,1
0,-0.25,-0.02499999999999991,1,0,1,1
0,-0.25,0.0,1,0,1,1
0,-0.25,0.025000000000000133,1,0,1,1
0,-0.25,0.050000000000000044,1,0,1,1
0,-0.25,0.07499999999999996,1,0,1,1
0,-0.25,0.10000000000000009,1,0,1,1
0,-0.25,0.125,1,0,1,1
0,-0.25,0.15000000000000013,1,0,1,1
0,-0.25,0.17500000000000004,1,0,1,1
0,-0.25,0.20000000000000018,1,0,1,1
0,-0.25,0.2250000000000001,1,0,1,1
0,-0.25,0.25,1,0,1,1
0,-0.25,0.27500000000000013,1,0,1,1
0,-0.25,0.30000000000000004,1,0,1,1
0,-0.25,0.3250000000000002,1,0,1,1
0,-0.25,0.3500000000000001,1,0,1,1
0,-0.25,0.375,1,0,1,1
0,-0.25,0.40000000000000013,1,0,1,1
0,-0.25,0.42500000000000004,1,0,1,1
0,-0.25,0.4500000000000002,1,0,1,1
0,-0.25,0.4750000000000001,1,0,1,1
0,-0.25,0.5,1,0,1,1
0,-0.25,0.5250000000000001,1,0,1,1
0,-0.25,0.55,0,0,1,1
0,-0.25,0.5750000000000002,0,0,1,1
